partno,x,y,z,u,v,w,ph,aspr,fnd,lrl,tngr,u,kn,do,it
19,3.5656,-1.8864,-3.6357,-2.0713,-0.37566,0.060585,0.047398,-0.011192,-0.90542,1.0068,-1.4301,-2.2419,-1.7663,-1.0874,-2.3188
20,3.7207,-1.7741,-1.9696,-2.9382,-0.77637,-0.11611,-0.77912,0.79624,-0.32355,-0.71453,-1.2805,-0.6464,-1.9882,-1.4525,-4.0239
21,2.5137,-1.923,-5.5754,-0.96808,-1.4793,-1.0203,-2.3693,-2.8771,-0.68518,0.57342,-1.5078,-1.6078,-2.3231,-0.28724,-2.6659
22,3.5262,0.27387,-5.4917,-0.15407,0.63227,-0.14242,0.45235,1.1402,-0.59313,-0.83823,-0.90593,-1.0063,-0.45417,-2.1046,-1.6736
23,2.8141,0.97682,-5.2088,-2.4843,-1.5212,-1.4923,-2.0836,-0.79293,-2.1398,1.6665,-0.56464,-3.4188,-2.4098,-1.9468,-4.0894
24,0.75174,2.7357,-5.4814,-1.2993,-1.3506,-0.58653,-2.1923,-0.27471,-0.97794,0.20279,-0.068905,-0.27623,-1.2923,-2.3468,-3.6046
25,0.7117,3.3729,-5.4375,-1.4157,0.26438,0.83279,-2.2648,-0.44435,-0.33434,-0.73661,-0.42437,-1.729,-2.0942,-1.5823,-1.9409
26,-0.28199,3.8702,-6.2265,-2.3356,-3.4293,0.48982,-1.8513,-0.90689,0.47131,-0.54306,-1.7769,-2.2333,-1.527,-1.2827,-3.9522
27,-0.80281,4.382,-5.5897,-0.61667,0.31897,-0.91436,-2.3821,-0.23377,0.25948,-0.027082,-0.60053,-2.5949,-0.72867,-2.5036,-3.0463
28,-2.9452,5.0686,-3.3252,-0.31385,1.1378,-1.1703,-0.25603,-0.69597,0.35207,0.48686,-0.57623,-2.2649,-1.4711,-1.7064,0.61285
29,-0.77562,6.4862,-2.3152,-1.1419,0.22973,-0.5617,0.31784,-0.85963,-1.9512,0.23294,-3.0036,-3.3313,-1.0932,-2.9756,-3.5264
30,-2.7101,3.6939,-2.1115,-1.1211,-1.5632,-1.2591,-3.0502,-1.1127,0.069771,-1.3588,-0.97568,-0.99016,-0.43116,-1.0945,-3.3809
31,-3.8615,4.0679,-1.6768,0.018312,0.97354,0.059193,-1.406,-0.23306,-1.2684,-0.80097,-2.0512,-1.4702,-0.33562,-1.403,-1.6281
32,-3.9028,4.0892,-0.10654,0.34361,0.31402,1.2953,1.0711,0.63185,-0.52266,-0.49542,-2.0953,-0.49358,-1.5933,0.86818,0.8223
33,-3.0759,3.0338,1.8608,1.5243,1.3262,-0.45047,0.11331,-1.1624,0.36628,0.70101,0.81445,-1.6199,0.42221,-0.98498,-0.53257
34,-2.5207,3.0735,2.3246,0.48977,1.6014,-0.62642,-1.4299,-1.2229,-0.99419,-0.72633,0.45268,-2.2143,0.11659,-0.95337,0.87355
35,-4.1234,2.0324,2.2195,-0.82996,-0.30217,-0.23251,-0.62608,1.0514,0.48681,1.7852,-0.43462,0.90361,-2.2507,0.41652,0.08472
36,-3.4673,1.8868,4.5741,0.85985,0.37057,0.59672,-0.79259,-1.1853,-0.34176,0.10467,0.76674,-0.9814,-0.66681,2.7146,-0.95833
37,-0.87143,1.2705,3.5268,-0.29856,-0.26955,0.46868,1.2346,-1.7374,1.9418,0.68731,-0.75245,-0.33693,0.10362,0.0089897,0.82979
38,-1.2859,-0.9442,4.1756,0.53135,0.063006,1.1313,-0.82488,0.36673,0.20198,1.2965,-1.5601,-0.22158,-0.15306,-2.6446,0.85703
39,0.94605,-1.6885,4.6372,-0.66909,0.3264,-0.38495,-0.24132,1.5121,-0.93449,-0.67224,-0.2927,-0.3571,1.2306,1.7254,-1.3733
40,-1.915,-1.7471,3.836,1.7946,1.5797,0.55405,0.42838,-0.44119,0.67907,1.034,-0.068561,1.7104,0.46834,-0.40658,-0.012032
41,0.46396,-3.3841,3.8252,2.1895,-0.52599,0.94173,0.69272,1.4936,0.44757,-2.5518,-1.0474,0.3098,0.070166,1.6875,1.0511
42,0.53145,-3.4993,1.896,1.7013,0.088166,-1.5501,0.32279,0.018991,-0.63944,0.41677,-0.87916,-1.5259,-1.9195,-0.60598,-0.93994
43,1.1406,-5.5342,2.629,-1.6385,1.772,-0.12031,1.1352,0.42578,0.85168,-1.2171,1.1162,1.306,-2.2129,-0.37597,-0.90978
44,1.4941,-5.1663,2.3929,0.49773,0.21657,-0.12084,-1.3572,0.0060351,-0.56333,-1.3259,-0.16157,-0.31883,0.090691,0.84371,0.38425
45,3.2258,-5.1531,0.43939,-0.15621,1.3659,1.3021,-0.16764,-0.62866,-1.5468,0.64296,-0.042136,-1.2451,-0.39713,-1.9211,0.31155
46,2.2498,-2.7192,-0.91876,0.94979,0.13777,0.082085,0.70253,1.1827,-1.0799,1.3091,-1.232,-1.0969,-0.6937,0.70548,-1.11
47,3.1631,-3.6871,-0.28655,0.57528,-1.167,1.0081,0.12766,0.74079,-0.97467,0.061793,0.89956,1.0369,-0.063208,-1.8225,-1.0568
48,3.3357,-2.8854,-0.84084,-0.55134,2.2618,0.073883,0.90734,-0.38391,-1.0888,0.71414,1.1027,1.8895,-0.46643,-1.5363,1.7357
49,3.5424,-4.2369,-2.673,-0.70948,1.1891,0.5946,0.31055,0.29201,-0.7791,1.0399,0.45173,-0.15198,-0.083302,0.046886,-0.69505
50,4.0466,-1.0203,-0.36333,0.63729,-0.7847,0.20432,-0.91604,-0.54401,-0.60205,-0.77038,0.51957,-0.96884,0.80335,0.99481,1.2952
51,3.1764,-0.99751,-1.6414,0.2149,-0.13203,1.7765,-2.3983,-0.37263,2.4995,-0.39516,-0.38868,-1.0486,0.95819,-1.8678,-0.48655
52,3.5246,-0.75572,-3.2867,0.31026,0.73294,-1.2828,0.34353,-1.4712,0.86172,-0.22395,0.8502,-0.33553,0.51625,1.329,-1.6245
53,0.72985,-1.6936,-3.3681,0.6034,-0.64631,1.504,0.27306,-1.484,-0.93457,-1.2918,1.165,-0.38338,-0.9696,-0.28064,-0.45344
54,2.9835,1.5035,-4.0479,0.62026,0.1009,-0.94373,0.68115,-0.71509,-0.98465,-0.97773,1.0863,1.2057,-1.5501,0.15776,0.64706
55,0.96629,2.6325,-4.0511,0.049552,-0.50008,0.68209,0.98741,0.57426,-0.15342,1.0164,-0.69232,0.36677,1.603,0.11301,-0.45277
56,2.9017,2.3934,-3.643,-0.61161,0.34199,0.47183,0.13558,0.42566,1.2865,-1.3136,0.40911,-1.7803,0.22437,2.2177,1.3121
57,0.29363,2.9627,-3.1682,1.2307,0.063957,1.6191,-0.69728,-1.9077,-0.67405,-0.11742,-0.18855,-0.65649,1.5146,-1.3564,-0.15607
58,-1.3387,3.3524,-3.8232,0.62677,-0.99902,-0.81694,0.2024,1.1609,-1.7912,1.8697,-0.72105,0.81075,1.201,1.5451,-0.23061
59,-0.99997,4.033,-3.094,0.38868,0.39177,-0.34938,0.21218,2.7342,0.042345,0.76542,-0.33854,-0.39939,-0.22641,0.73951,-0.57553
60,-3.4902,4.4457,-2.1541,0.36075,0.10748,0.73114,0.95585,-1.2838,-1.4901,0.54048,0.39199,-0.85046,1.3198,0.15378,0.27958
61,-1.9092,5.1639,0.64769,-0.22076,-1.719,1.0145,-0.89961,1.2651,-0.5719,1.5109,-0.76228,-1.0673,0.999,-1.3014,0.76022
62,-2.2018,4.1032,-0.34153,2.0578,-0.37454,-0.1902,-0.93873,-0.81346,-0.58362,1.7095,-0.39042,-0.69007,-0.44822,0.71438,-1.3157
63,-1.9959,2.805,1.7579,-0.43368,0.93055,0.72778,0.26319,1.0401,0.75735,1.8156,1.6054,2.5699,1.3051,1.4356,2.6541
64,-3.0485,4.5208,2.6735,0.51245,0.22859,1.2225,0.50886,0.043382,1.5616,0.73913,1.0724,0.74823,-0.098277,2.1781,2.2987
65,-2.6248,1.5457,4.8221,1.8047,-1.1935,1.0901,0.31147,0.98544,0.78165,-0.25737,-1.4647,1.9828,1.0026,1.3727,2.9646
66,-3.5924,2.923,4.3199,0.29471,1.2011,0.50673,2.1298,-0.22571,-0.3465,0.91935,2.0304,2.2408,1.319,1.6877,3.1378
67,-0.7635,2.303,4.793,0.68616,0.85684,-0.45251,1.0987,1.432,1.4622,1.1822,2.7144,3.2361,-0.61103,0.10693,1.5133
68,-4.4246,0.17913,4.7602,1.4929,0.63808,-0.65504,0.034525,1.4377,0.14822,-0.78573,1.3275,1.569,0.85699,2.5219,2.6265
69,-2.2239,-0.40262,5.7757,0.79063,-0.70597,-0.12471,0.9699,1.1483,0.49561,0.12321,1.9025,1.2399,2.0644,1.753,2.3743
70,-1.59,-2.1507,4.4352,0.26873,2.1332,-0.16937,1.7797,0.98699,2.3841,1.5067,0.076953,1.0239,2.1469,2.1278,4.6418
71,-0.95684,-3.5925,5.6728,0.3244,0.39959,1.109,1.1518,0.94072,0.3303,0.43612,1.2075,-1.441,1.655,2.8393,1.0911
72,-1.7896,-2.138,3.4151,-0.42879,1.1432,-0.62294,2.0983,-0.64372,-0.080695,0.83102,1.8752,1.8415,1.4678,1.6408,1.8373
73,0.88013,-3.742,4.878,2.3602,-1.8889,1.8364,0.23632,1.9764,2.0946,-0.86925,1.526,4.8642,1.0841,2.3896,2.7897
74,2.3334,-2.7142,2.9027,0.86256,0.71175,-0.025802,3.4228,1.1134,0.99271,-0.22457,0.071809,2.2234,1.1306,2.5952,1.6825
75,2.5986,-5.9026,4.6925,2.1816,0.48831,-1.1276,0.51352,0.94664,1.7775,-0.40441,2.7105,4.2347,0.86721,2.4657,1.9224
76,0.56808,-2.7264,3.01,0.86244,0.50233,-0.1954,-0.5247,-2.1703,0.53847,0.1846,0.87907,0.66245,-0.41582,1.5321,2.8147
77,1.727,-3.673,1.1798,1.3123,-1.0287,-0.72898,1.3749,-0.056803,0.7649,2.6441,2.294,2.5904,3.8032,3.2899,3.1294
78,5.1446,-4.7767,-0.11088,3.4734,0.86651,-0.0056414,1.4512,0.49047,0.32895,0.29891,0.98867,0.65478,1.4253,1.6018,4.2536
79,3.7177,-2.4314,-0.43185,1.4142,1.6819,1.506,1.0536,2.4681,1.114,1.0734,3.7777,3.1788,2.4338,2.6394,2.3517
80,3.5281,-1.0608,-3.1234,0.89682,0.24564,0.18671,-0.73721,1.3245,1.3842,-0.21736,1.3668,0.47136,3.1899,2.6676,2.7128
81,2.7448,-2.0869,-0.14101,1.8431,0.79737,-1.1611,1.236,1.5892,-0.71243,1.8671,4.1275,0.16434,-0.46656,2.2724,3.7885
82,3.4802,-1.548,-2.426,0.53173,-1.1918,1.6216,1.382,-0.35977,1.7571,-0.54512,1.5706,2.4944,0.7885,2.0382,3.1142
83,5.275,-0.06834,-3.298,1.3929,0.17809,1.3473,0.81993,0.047488,0.93116,0.66793,2.5088,2.7371,2.7387,3.0676,3.7594
84,4.8656,-0.79432,-3.5521,-0.062424,1.3818,0.062442,0.81478,-0.87436,0.88011,0.50962,0.37604,0.63605,0.90428,2.1917,1.5059
85,2.3136,1.8688,-3.7149,0.94088,0.76835,1.1421,0.6718,0.3832,-0.73647,-0.20541,2.3434,1.6867,2.4372,3.1213,3.5426
86,2.7084,3.6219,-2.7168,2.0628,0.4207,-1.2012,0.61202,1.1747,-0.41296,1.2395,2.0579,1.8981,1.972,2.472,3.1407
87,1.3145,3.7967,-3.1631,-1.0147,-0.025462,0.23672,2.0696,2.2238,-0.24744,1.5273,1.9622,1.5783,1.6847,2.4046,3.283
88,0.90318,2.8563,-3.7296,2.574,0.23576,1.4548,0.17325,0.23984,2.1075,2.1654,0.67591,1.9731,2.9824,3.7381,1.8225
89,1.614,4.715,-1.9178,1.3573,-0.51766,0.13468,0.8234,3.131,0.86548,0.57248,1.664,1.126,3.6872,3.0045,3.1333
90,0.46402,4.3891,-1.5741,0.99478,-0.17607,1.6434,1.8272,0.89146,2.3664,0.7547,1.9347,0.28434,2.0586,0.87314,2.0094
91,-0.32279,4.9706,-1.5781,1.117,0.68561,0.25799,-0.67748,-0.42001,-1.1264,0.64151,-0.11482,2.3663,0.54091,1.1598,4.7183
92,0.34432,3.8174,0.098079,3.4386,-0.12229,1.7545,1.8268,0.82077,0.27656,2.3885,2.2754,0.98827,1.8988,1.3292,3.0003
93,-0.7427,5.0052,0.25227,1.7824,-0.2915,2.0553,-0.81484,0.084364,1.3836,-0.14439,1.5386,2.2303,2.7217,1.2184,2.6018
