partno,x,y,z,u,v,w,ph,aspr,fnd,lrl,tngr,u,kn,do,it
17,3.5908,-4.8337,-2.3223,0.17328,-0.65019,0.91348,-0.3507,-1.2333,-0.35607,-1.9987,-2.4215,-0.57871,-1.2952,-2.1782,-1.7193
18,3.8505,-2.6645,-1.9251,0.46463,-0.70911,-0.8546,-1.9689,0.6266,-2.2072,-1.0481,-3.0166,-0.43937,-0.39587,-2.0604,-2.6248
19,0.75741,-1.7159,-6.0707,-2.772,-0.84359,-1.1083,-0.87069,0.12658,0.27831,-1.6875,-0.58989,-1.3202,-0.39792,-1.4704,-1.5879
20,2.951,-1.6447,-3.4604,-2.566,-1.4068,-1.4268,-1.6352,0.11097,0.25965,-1.9883,-1.4864,-1.2511,-1.4877,-1.6585,-2.0286
21,1.8502,-0.82539,-7.0533,0.71106,-1.515,-1.3572,-1.4839,-1.9566,-0.57668,-1.5164,1.1808,-0.22454,-3.671,-1.4835,-3.7827
22,2.0928,0.37931,-4.4709,-0.70209,0.70111,-0.63242,-0.88756,0.14315,-0.46391,-0.063227,-0.66166,-2.1307,-2.9653,-0.042915,-2.9602
23,1.907,1.6207,-5.2347,-1.3315,-1.3382,-0.27557,0.27038,-1.3796,0.23851,-0.63051,-1.2135,-2.3963,-1.4379,-1.978,-3.8125
24,1.3621,1.0226,-5.3991,-0.091303,-1.7767,-0.4392,-0.86069,-2.3556,0.48883,1.4836,-0.021967,-1.6575,-0.72718,-2.9307,-0.46942
25,1.4133,3.3321,-5.9661,-0.11136,-1.4381,-0.46372,-1.7915,-1.5501,-1.4607,-1.1591,-2.6889,-0.74602,-1.2839,-1.2124,-2.0985
26,0.23439,1.6453,-5.7334,-0.88497,-0.78376,0.9741,-1.5303,0.7291,-0.085107,0.21027,-0.87844,-2.0314,-2.6655,-1.7856,-1.5862
27,-1.29,3.0312,-4.4976,-1.5438,-1.4053,-0.33865,-1.2208,-0.6075,0.038943,-0.87492,0.78736,-1.0916,0.59535,-2.7053,-1.9291
28,-1.9702,4.4574,-2.9453,-2.6448,-2.2628,-1.603,-0.89731,0.91252,-0.91391,-0.1972,-0.50748,-2.4913,-0.84273,-2.785,-1.0024
29,-2.4007,5.6086,-3.2155,0.11746,-1.0255,-2.1886,-2.3188,0.038738,-0.65892,-2.1574,-1.7098,-1.2317,-2.269,-1.1168,-3.2321
30,-1.1362,2.8335,-1.7742,-2.0074,-1.7159,-0.76499,-0.97622,0.3508,-0.32204,-1.4435,-0.30108,-0.72768,-1.1948,-1.5845,-2.2579
31,-4.4042,4.4415,-1.7787,-1.1054,-0.846,-0.48456,-1.552,-0.014287,0.40503,-1.3015,-0.82346,-1.8121,-1.1262,-1.7825,-3.3702
32,-3.106,4.182,0.94425,1.7148,-0.63928,-0.74238,-1.7925,0.89217,0.84781,-0.11304,0.8639,0.13643,0.25007,0.046191,0.35726
33,-3.4887,5.8275,0.50234,-1.8838,-1.2009,-1.1038,-0.51717,-0.20434,-0.2563,0.4764,0.32153,0.65862,1.6985,1.0923,-1.4453
34,-5.9819,3.2768,0.58209,0.024013,-0.051712,2.2121,-0.19027,-0.55929,0.18111,0.15174,-0.028074,-0.74273,-1.3382,0.12706,-1.5776
35,-4.5981,2.9435,2.6486,-0.19455,0.7892,-0.31926,0.87578,-0.41099,0.9434,0.50999,-0.3375,-1.0359,-1.1897,-0.51042,-0.7359
36,-3.7417,1.7673,3.294,1.0802,-0.66115,0.95015,-0.70208,0.099383,0.88947,-0.55371,-0.58403,1.8041,0.77932,-0.71343,0.3003
37,-3.3236,0.62907,5.3846,-1.6747,0.88573,1.4332,-0.15124,1.661,0.065589,-1.3915,-2.3546,-0.55361,0.52385,0.0064359,0.028366
38,-3.0499,-0.79028,2.5447,-0.83405,-0.96966,0.49362,-0.22362,-1.2454,-0.10418,-0.85257,-0.83648,0.63203,-0.086534,0.070573,0.47789
39,-1.7006,-1.2026,4.9098,1.0959,0.32343,1.3858,-0.18902,-0.13871,1.6057,-0.67416,-0.17439,0.68534,-0.052218,1.0737,0.62383
40,-0.92026,-3.2786,4.6638,-1.4551,0.096718,0.78286,0.0079034,0.79162,1.9462,0.76453,0.10064,0.41433,0.22966,-1.6358,-0.81411
41,0.73146,-3.1896,4.3821,-1.0737,-0.072514,0.57657,-1.5518,0.26593,-0.26782,-1.0874,-0.19174,-2.1071,-2.3096,-1.4746,-1.3594
42,-0.92747,-5.3876,3.635,-1.6534,-0.010476,0.76618,-0.16979,0.021178,-0.45388,-1.6129,-0.17964,0.77513,1.5783,-0.69244,-1.9522
43,1.1407,-3.6523,2.5298,-1.1976,1.9249,-2.3767,-0.648,-1.3809,-0.6985,0.2106,0.02617,-0.86369,0.64524,0.40639,0.37979
44,1.2375,-3.1813,2.7146,2.4725,0.98939,1.1441,-0.049858,-1.3325,-0.41769,-0.8377,-0.64732,0.44118,-0.65495,-1.056,-0.6087
45,2.123,-3.8488,0.31433,0.29492,0.032329,1.3165,-0.27661,-0.16171,-1.2,-1.4346,0.25909,-0.31979,0.44319,-0.99193,1.7855
46,2.9334,-3.065,0.20125,-0.17007,0.67461,0.55308,-1.1417,-1.5419,-1.1076,-1.4324,0.042194,-0.43501,-0.38848,-1.3945,0.73801
47,3.6628,-3.8872,0.59301,-0.86641,0.43014,0.35111,0.37069,-0.72004,0.33653,-0.49822,-0.87907,-1.1795,1.0583,-0.8124,-0.13135
48,2.2949,-3.6247,-4.499,-1.0646,-1.3807,-1.0065,-0.14983,-0.29812,1.9731,-0.52248,-0.19861,-1.499,-0.41683,-1.2387,0.15328
49,4.4934,-2.3172,-2.7545,-1.5942,1.5341,2.0629,0.22334,-0.94576,1.2442,-0.51275,-0.38646,1.0003,-1.287,-1.7958,0.62005
50,4.0288,-1.9087,-2.2601,1.131,1.0699,-0.55136,0.948,0.2325,-0.44317,-1.0861,0.75885,-0.20066,0.1782,-0.57694,-1.2829
51,3.6388,-1.2664,-2.1477,0.86087,1.174,-0.72799,-0.76876,-1.1972,0.57371,2.9193,0.86339,-0.58737,0.9966,-0.8661,-1.0996
52,3.882,-1.1332,-3.4837,1.4737,0.53816,0.95338,-1.4156,0.7432,2.2245,0.68897,-1.3867,0.0076833,-0.31835,0.68075,0.78087
53,3.1377,0.14438,-4.6964,-0.51715,1.0013,-1.8274,-0.0021649,0.35844,-0.56007,0.63663,0.094954,-0.71097,0.35719,0.052845,-0.01217
54,1.4767,1.4123,-6.0729,-0.32361,-0.39112,-0.88551,0.86433,-0.64343,0.63627,1.1403,0.014666,0.51232,0.84154,0.25021,0.95116
55,0.29174,3.2486,-5.173,-1.7549,1.5354,-0.036613,0.65838,-0.27335,-0.92593,-2.9102,0.79605,-0.054568,0.0026107,0.7334,-1.0133
56,0.12748,3.9853,-3.3709,-1.2111,-2.0601,-0.54647,0.41271,1.0277,0.18352,-0.9679,0.46722,-0.95213,-0.77127,-0.34276,-0.84415
57,-0.1465,2.5217,-3.8773,-0.39892,-0.28026,-0.48112,1.4131,0.6875,0.14034,-1.3272,-1.48,-1.7655,2.7769,1.2538,0.60562
58,-1.5873,2.7188,-2.5198,1.6193,-1.5827,-0.43025,0.069294,-1.9261,0.91065,-0.29531,2.0367,-0.2207,0.5558,-0.90208,-0.32711
59,-2.4943,4.5431,-1.1159,-0.5509,0.52357,-0.48927,0.22316,1.2482,0.17499,-0.94278,-0.75898,-0.035727,-0.076109,-0.67637,0.41535
60,-0.71719,4.0147,-1.8736,-2.172,-0.71432,-1.3829,-0.30267,0.56146,1.561,1.8634,-0.049151,-0.22759,0.89729,0.62093,0.92726
61,-1.7824,2.7263,-0.31158,-0.076477,-0.72953,-0.68828,1.3241,-0.79143,-1.2175,0.24783,2.0453,0.072824,0.34902,-0.87149,1.7569
62,-2.9078,4.5053,-0.95207,0.85404,0.38915,-1.156,0.03974,-0.4506,0.10925,-0.25055,-0.1899,-1.0329,-0.32329,0.76653,1.7447
63,-4.157,6.2516,3.4995,0.65492,0.69101,-0.52691,2.2103,-0.10327,0.16064,1.9541,1.5525,2.4233,1.8198,1.7549,2.1568
64,-2.4096,2.6622,3.9771,1.2627,1.2505,0.16987,1.7023,4.1005,0.4916,-0.51795,2.9985,2.0911,0.62807,4.7091,3.1423
65,-2.9744,1.8902,2.4743,-1.3097,0.51283,-0.89113,1.9469,0.24005,2.3561,2.5201,1.217,1.1569,2.3924,0.88659,3.1924
66,-3.8507,1.5052,3.5172,1.0229,0.13423,-0.90565,1.8196,0.12029,0.93398,0.63235,1.2962,-1.1608,1.675,3.8357,3.4949
67,-2.0377,0.83731,4.8941,0.68223,0.98981,-0.67583,0.88813,0.35767,0.079879,1.8007,3.5437,0.051216,1.3124,0.49873,3.7072
68,-1.1693,-1.4461,7.0339,-0.65339,1.1066,1.2512,1.3687,2.82,3.3046,1.0875,-0.91699,0.98863,0.31795,1.1468,1.2404
69,-2.0103,1.4656,4.589,0.147,2.0386,1.3638,1.6963,1.5457,1.4179,0.55906,1.4103,1.0426,0.25594,2.5295,2.4147
70,-1.6836,-1.1685,6.336,0.81968,1.0651,0.43046,1.2598,-0.25567,1.3329,2.348,0.44551,3.2671,0.97748,1.6476,1.4455
71,-1.6198,-3.1607,5.5725,2.0261,1.4027,1.0057,2.5569,-1.9779,0.38154,1.2972,1.7021,0.041653,0.15406,2.6922,2.2391
72,0.44423,-3.8134,3.2874,1.1955,2.0792,1.7854,-0.30223,-0.80887,-0.91802,0.91409,0.38143,2.6772,-0.28092,0.18246,2.5898
73,1.8229,-4.1718,3.2026,0.29298,-0.7342,0.17351,2.081,0.75545,-1.3432,0.43655,0.71329,3.2017,2.1106,1.9032,3.7379
74,0.31394,-4.0835,5.2908,1.9551,1.6539,0.6506,0.69606,1.2953,-0.24873,1.5708,1.3211,2.5602,0.79813,2.6427,3.279
75,1.1492,-3.7804,4.7726,0.5776,0.64025,0.6209,1.0423,1.0086,0.46056,1.0053,1.5286,2.8222,1.7095,3.71,0.52563
76,2.219,-3.7289,1.5533,-0.79688,1.5943,0.78185,1.6462,0.97773,-0.25743,0.5566,0.99305,0.81571,1.6271,4.4885,2.1482
77,3.843,-4.8532,2.8892,-0.47523,1.2162,-0.44421,1.9108,0.6118,0.58812,4.036,0.50372,1.5032,4.0183,1.0423,3.2648
78,2.5313,-2.4736,1.0208,1.1612,0.75952,0.42492,2.9142,-1.6563,-0.9818,1.5357,0.51375,1.3012,-0.1207,1.3513,2.3907
79,3.1621,-3.9008,-0.56734,-0.41879,2.4105,-0.80347,3.3016,0.26244,-0.78128,0.53419,2.1371,2.7001,1.5765,2.6092,3.5093
80,2.5657,-3.0099,-2.7626,0.088685,2.0463,0.90732,3.8109,0.82052,-1.4682,2.8729,2.5168,1.1052,1.6765,3.1629,3.3374
81,4.7088,-1.8233,-1.6741,0.6383,0.33271,1.6172,1.5646,1.3554,-0.15076,0.1356,1.1721,1.474,2.6823,3.0446,3.5615
82,2.4067,-1.8787,-2.0232,0.21277,2.4337,1.5391,1.007,1.5567,2.113,1.5548,2.9103,2.822,1.7298,3.3616,3.2726
83,3.134,0.2964,-2.642,0.20402,2.931,0.42205,4.3408,0.39515,1.2921,2.834,4.0346,2.0882,0.74711,3.3236,1.8023
84,2.8427,1.0733,-1.4861,2.0111,1.1431,1.1266,1.3041,1.3588,2.6498,1.4197,1.0169,1.3011,2.2681,3.8809,5.2767
85,2.6265,1.8071,-3.738,2.1882,1.0999,-0.26979,3.8161,1.5104,1.4538,0.26246,1.7567,2.3285,0.46554,2.3279,2.7587
86,2.4665,1.4245,-1.9729,2.3603,0.87006,0.19448,2.1363,1.9028,1.2585,1.6634,0.83811,1.5745,2.1691,4.2332,3.7278
87,0.035264,3.5643,-2.9394,0.32759,0.94688,-0.67793,1.2981,-0.089471,0.36663,1.3753,1.4865,1.5784,1.3928,2.5672,3.5969
88,1.7905,4.335,-2.7568,1.163,0.90694,-1.5813,-0.7472,-1.0268,0.48594,0.6237,0.57674,1.8138,0.86845,1.8734,3.7116
89,0.55362,6.595,-1.6436,0.61403,0.55943,0.00099592,1.5233,-1.0802,0.45385,1.9725,0.70487,2.2383,2.4938,3.54,3.828
90,-3.201,3.8794,-0.39477,0.9389,1.115,0.62907,2.6713,0.81538,-0.062125,1.0175,1.0415,2.6047,1.8836,2.9595,3.1359
91,-1.9616,4.6203,-0.33082,-0.86714,1.262,1.1151,1.3936,2.2179,1.2401,0.74817,1.0649,1.3912,1.6767,3.108,2.6235
92,-1.7179,6.2552,1.201,1.3418,0.23886,-0.35183,1.7054,0.52731,-0.96397,-0.37769,2.2119,0.86297,3.4748,0.067303,3.2848
93,-2.6478,3.5122,1.5258,-0.29238,1.8827,0.24393,-0.21918,-1.8151,0.35797,2.2494,1.3323,1.6281,2.0435,0.82913,4.1787
